tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2018,4,32457,"San Francisco, CA (Metropolitan Area)",13796,OAK,163,2211650,0.9904,172.31,-0.1423,26,1480790,0.9961,142.62,-0.1546,137,730860,0.9788,232.46,-0.1265,2018413796OAK
Table 7,2018,4,33851,"Oklahoma City, OK",13851,OKC,86,781480,0.8589,228.27,-0.0086,23,269170,0.7407,202.04,-0.072,63,512310,0.9209,242.05,0.0221,2018413851OKC
Table 7,2018,4,33316,"Omaha, NE",13871,OMA,84,896060,0.8584,210.54,-0.0442,18,257520,0.6937,194.19,-0.0245,66,638540,0.9248,217.13,-0.0511,2018413871OMA
Table 7,2018,4,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,189,1085400,0.8856,205.26,-0.0277,28,461910,0.9448,151.21,-0.0593,161,623490,0.8417,245.3,-0.0126,2018413891ONT
Table 7,2018,4,30977,"Chicago, IL",13930,ORD,181,7588550,0.3739,221.9,0.1321,92,2394890,0.0439,215.21,0.2325,89,5193660,0.5261,224.99,0.0928,2018413930ORD
Table 7,2018,4,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,94,732300,0.6668,239.88,0.0176,48,379310,0.5835,206.2,-0.0045,46,352990,0.7563,276.07,0.0361,2018413931ORF
Table 7,2018,4,33933,"Worcester, MA",13933,ORH,7,33550,0.8954,165.22,-0.1866,4,7250,0.5241,106.89,-0.5274,3,26300,0.9977,181.3,-0.0786,2018413933ORH
Table 7,2018,4,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,86,1288930,0.8431,238.46,0.1619,13,123400,0.672,222.92,0.1642,73,1165530,0.8612,240.11,0.1617,2018414027PBI
Table 7,2018,4,34082,"Punta Gorda, FL",14082,PGD,37,330050,1,106.48,-0.5099,5,32300,1,86.21,-0.5982,32,297750,1,108.68,-0.5004,2018414082PGD
Table 7,2018,4,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,90,79590,0,267.04,0.087,44,40970,0,242.27,0.0701,46,38620,0,293.32,0.1022,2018414098PHF
Table 7,2018,4,34100,"Philadelphia, PA",14100,PHL,130,3924390,0.7132,241.68,0.1125,61,1465770,0.4781,230.09,0.3058,69,2458620,0.8533,248.59,0.0285,2018414100PHL
Table 7,2018,4,30466,"Phoenix, AZ",14107,PHX,164,5865130,0.9093,219.88,0.0218,35,2018950,0.9419,166.05,0.0094,129,3846180,0.8922,248.14,0.0262,2018414107PHX
Table 7,2018,4,34108,"Peoria, IL",14108,PIA,39,100030,0.4414,201.14,-0.1484,10,27720,0,244.81,0.202,29,72310,0.6106,184.39,-0.2585,2018414108PIA
Table 7,2018,4,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,50,426650,1,99.86,-0.5222,15,118210,1,85.07,-0.5934,35,308440,1,105.53,-0.4948,2018414112PIE
Table 7,2018,4,30198,"Pittsburgh, PA",14122,PIT,106,1725450,0.7431,224.83,0.0449,49,778500,0.5978,216.67,0.1247,57,946950,0.8625,231.53,-0.0092,2018414122PIT
Table 7,2018,4,33728,"Pensacola, FL",14193,PNS,66,331000,0.6405,252.57,0.0744,24,130460,0.3786,231.92,-0.0014,42,200540,0.811,266,0.1226,2018414193PNS
Table 7,2018,4,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,33,119010,0.1967,214.92,-0.1212,7,55430,0.267,164.27,-0.1953,26,63580,0.1354,259.07,-0.074,2018414252PSC
Table 7,2018,4,34262,"Palm Springs, CA",14262,PSP,50,390210,0.1259,243.38,0.0347,8,87460,0,189.92,0.0415,42,302750,0.1622,258.83,0.0333,2018414262PSP
Table 7,2018,4,34303,"Pullman, WA",14303,PUW,9,18990,0,191.38,-0.2744,4,16430,0,180.6,-0.2969,5,2560,0,260.6,-0.1539,2018414303PUW
Table 7,2018,4,30721,"Boston, MA (Metropolitan Area)",14307,PVD,149,826550,0.8177,210.72,0.0018,39,236950,0.7139,188.5,0.1005,110,589600,0.8595,219.64,-0.0283,2018414307PVD
Table 7,2018,4,34321,"Portland, ME",14321,PWM,66,385270,0.7094,219.75,-0.0473,18,150570,0.4694,175.67,0.0045,48,234700,0.8634,248.03,-0.0691,2018414321PWM
Table 7,2018,4,34457,"Rapid City, SD",14457,RAP,31,66590,0.3095,246,0.0392,3,12530,0,251.84,0.3843,28,54060,0.3812,244.64,-0.0191,2018414457RAP
Table 7,2018,4,34489,"Bend/Redmond, OR",14489,RDM,30,114990,0,216.71,-0.0852,7,53730,0,175.06,-0.1948,23,61260,0,253.25,-0.003,2018414489RDM
Table 7,2018,4,34492,"Raleigh/Durham, NC",14492,RDU,109,2432470,0.7174,210.47,-0.0059,63,1562730,0.6554,189.93,0.0245,46,869740,0.8289,247.39,-0.0451,2018414492RDU
Table 7,2018,4,34524,"Richmond, VA",14524,RIC,80,796420,0.5802,235.08,0.0175,41,447390,0.5753,208.36,0.0148,39,349030,0.5866,269.34,0.0201,2018414524RIC
Table 7,2018,4,34570,"Reno, NV",14570,RNO,67,706830,0.9275,210.2,-0.07,18,434560,0.9716,166.98,-0.09,49,272270,0.8573,279.2,-0.0501,2018414570RNO
Table 7,2018,4,34574,"Roanoke, VA",14574,ROA,38,90600,0.152,272.21,0.1341,17,55010,0.2503,213.61,0.0621,21,35590,0,362.78,0.2086,2018414574ROA
Table 7,2018,4,34576,"Rochester, NY",14576,ROC,65,466400,0.646,222.05,0.0801,28,235960,0.4303,200.77,0.3236,37,230440,0.8669,243.84,-0.065,2018414576ROC
Table 7,2018,4,32547,"Rochester, MN",14633,RST,22,31650,0,232.03,0.0477,2,8410,0,202.35,1.6084,20,23240,0,242.77,-0.1124,2018414633RST
Table 7,2018,4,31714,"Fort Myers, FL",14635,RSW,87,1618760,0.9026,227,0.0367,9,102490,0.7511,230,0.142,78,1516270,0.9128,226.8,0.0302,2018414635RSW
Table 7,2018,4,34674,"Santa Fe, NM",14674,SAF,11,15930,0,298.11,0.1987,2,6940,0,249.05,0.6231,9,8990,0,335.98,0.0427,2018414674SAF
Table 7,2018,4,33570,"San Diego, CA",14679,SAN,133,4417170,0.9117,210.67,-0.0924,23,1525830,0.949,137.99,-0.2328,110,2891340,0.892,249.02,-0.0411,2018414679SAN
Table 7,2018,4,33214,"San Antonio, TX",14683,SAT,117,1880670,0.8691,221.66,-0.012,26,335000,0.7625,201.85,-0.078,91,1545670,0.8922,225.95,0.0018,2018414683SAT
Table 7,2018,4,34685,"Savannah, GA",14685,SAV,74,483610,0.4194,225.5,0.0418,27,160280,0.4168,213.7,-0.0124,47,323330,0.4207,231.36,0.0687,2018414685SAV
Table 7,2018,4,34689,"Santa Barbara, CA",14689,SBA,28,129900,0.1501,273.48,0.2255,4,38510,0,218.6,0.5734,24,91390,0.2134,296.61,0.1468,2018414689SBA
Table 7,2018,4,34696,"South Bend, IN",14696,SBN,37,122370,0.4097,214.88,-0.0681,12,37270,0,256.5,0.2808,25,85100,0.5891,196.66,-0.1936,2018414696SBN
Table 7,2018,4,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,23,58260,0,266.7,0.1348,8,25070,0,213.19,0.1262,15,33190,0,307.12,0.1393,2018414698SBP
Table 7,2018,4,34711,"Philipsburg/State College, PA",14711,SCE,17,29320,0,290.19,0.1935,7,15670,0,235.43,0.3527,10,13650,0,353.06,0.0949,2018414711SCE
Table 7,2018,4,33044,"Louisville, KY",14730,SDF,74,695040,0.6605,227.96,0.0104,41,414920,0.509,218.58,0.0439,33,280120,0.8848,241.86,-0.0312,2018414730SDF
Table 7,2018,4,30559,"Seattle, WA",14747,SEA,150,5929010,0.5792,208.84,-0.1223,29,1496940,0.3649,154.1,-0.193,121,4432070,0.6515,227.33,-0.1044,2018414747SEA
Table 7,2018,4,34761,"Sanford, FL",14761,SFB,62,528950,1,99.96,-0.5451,19,159990,1,86.32,-0.6057,43,368960,1,105.87,-0.519,2018414761SFB
Table 7,2018,4,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,168,6776300,0.6298,256.48,0.0233,31,2451630,0.7472,146.15,-0.1575,137,4324670,0.5633,319.02,0.0837,2018414771SFO
Table 7,2018,4,34783,"Springfield, MO",14783,SGF,43,154760,0.3658,241.37,0.0323,10,52380,0.0622,250.74,0.2386,33,102380,0.5211,236.58,-0.0532,2018414783SGF
Table 7,2018,4,34794,"St. George, UT",14794,SGU,9,25480,0.0106,170.07,0.1414,9,25480,0.0106,170.07,0.1414,,,,,,2018414794SGU
Table 7,2018,4,30476,"Shreveport, LA",14814,SHV,34,70390,0.1458,276.95,0.1828,8,22760,0,271.21,0.2312,26,47630,0.2154,279.69,0.1617,2018414814SHV
Table 7,2018,4,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,163,2603550,0.9332,185.15,-0.109,26,1616840,0.9931,140.02,-0.1559,137,986710,0.835,259.11,-0.0628,2018414831SJC
Table 7,2018,4,34614,"Salt Lake City, UT",14869,SLC,125,2707840,0.7654,220.23,0.0197,42,1405520,0.7325,171.1,-0.0452,83,1302320,0.801,273.26,0.0688,2018414869SLC
Table 7,2018,4,33192,"Sacramento, CA",14893,SMF,101,2317130,0.9271,196.19,-0.1232,20,1371760,0.9882,143.9,-0.2008,81,945370,0.8385,272.08,-0.0527,2018414893SMF
Table 7,2018,4,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,189,2085330,0.6899,244.69,0.1327,29,807720,0.9728,180.26,0.1176,160,1277610,0.511,285.42,0.1389,2018414908SNA
Table 7,2018,4,34986,"Sarasota/Bradenton, FL",14986,SRQ,52,250000,0.346,245.87,0.1207,4,27670,0,253.23,0.1688,48,222330,0.389,244.96,0.1148,2018414986SRQ
Table 7,2018,4,31123,"St. Louis, MO",15016,STL,109,2219610,0.8954,217.44,0.0353,54,982730,0.823,205.8,0.0231,55,1236880,0.9529,226.68,0.0444,2018415016STL
Table 7,2018,4,34433,"Santa Rosa, CA",15023,STS,10,78060,0,168.2,-0.1689,9,75850,0,167.82,-0.1591,1,2210,0,181.38,-0.3945,2018415023STS
Table 7,2018,4,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,9,15340,0,279.03,0.116,9,15340,0,279.03,0.116,,,,,,2018415041SUN
Table 7,2018,4,31703,"New York City, NY (Metropolitan Area)",15070,SWF,141,87280,0.601,198.77,-0.0476,49,17850,0.1137,213.9,0.2212,92,69430,0.7263,194.88,-0.1032,2018415070SWF
Table 7,2018,4,35096,"Syracuse, NY",15096,SYR,66,426190,0.5717,232.78,-0.0003,26,158060,0.4362,204.97,0.0567,40,268130,0.6516,249.18,-0.0258,2018415096SYR
Table 7,2018,4,35249,"Tallahassee, FL",15249,TLH,42,118980,0,292.27,0.1896,13,57160,0,262.88,0.0803,29,61820,0,319.44,0.2888,2018415249TLH
Table 7,2018,4,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,129,3595430,0.9414,203.21,-0.0377,33,630030,0.8359,189.16,-0.047,96,2965400,0.9638,206.2,-0.0359,2018415304TPA
Table 7,2018,4,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,25,33890,0.1638,273.27,0.0555,15,23500,0.2362,232.86,-0.0681,10,10390,0,364.65,0.3057,2018415323TRI
Table 7,2018,4,35356,"Trenton, NJ",15356,TTN,13,100000,1,98.92,-0.5464,6,35560,1,87.51,-0.6029,7,64440,1,105.22,-0.5147,2018415356TTN
Table 7,2018,4,34653,"Tulsa, OK",15370,TUL,73,531890,0.8271,233.58,0.0065,20,236390,0.7127,213.19,0.0066,53,295500,0.9185,249.89,0.0065,2018415370TUL
Table 7,2018,4,30436,"Tucson, AZ",15376,TUS,82,689070,0.8515,245.83,0.0143,12,197160,0.9777,178.58,-0.078,70,491910,0.8009,272.79,0.0416,2018415376TUS
Table 7,2018,4,35380,"Traverse City, MI",15380,TVC,32,42460,0,316.14,0.1234,13,15520,0,271.83,0.0302,19,26940,0,341.66,0.1719,2018415380TVC
Table 7,2018,4,35412,"Knoxville, TN",15412,TYS,63,369630,0.372,243.8,0.0646,36,238000,0.4303,207.11,-0.0406,27,131630,0.2665,310.12,0.227,2018415412TYS
Table 7,2018,4,31504,"Valparaiso, FL",15624,VPS,61,188960,0.3398,225.5,-0.0546,24,89850,0.4616,188.79,-0.1784,37,99110,0.2294,258.78,0.05,2018415624VPS
Table 7,2018,4,31834,"Fayetteville, AR",15919,XNA,52,255860,0.0825,311.98,0.4119,15,102870,0,305.58,0.6574,37,152990,0.138,316.28,0.288,2018415919XNA
Table 7,2018,4,36101,"Yakima, WA",16101,YKM,9,12300,0,187.25,-0.0571,4,6720,0,162.87,0.1514,5,5580,0,216.6,-0.1899,2018416101YKM
Table 7,2018,3,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,22,113610,0.5849,157.87,-0.2864,6,37400,0.2626,210.7,-0.0246,16,76210,0.7431,131.94,-0.4104,2018310135ABE
Table 7,2018,3,30140,"Albuquerque, NM",10140,ABQ,89,1013460,0.9213,214.1,-0.0379,19,420280,0.9373,175.57,-0.1175,70,593180,0.9099,241.4,0.009,2018310140ABQ
Table 7,2018,3,30154,"Nantucket, MA",10154,ACK,11,64380,0.9368,216.04,0.207,7,59530,0.9316,202.73,0.2005,4,4850,1,379.49,0.2514,2018310154ACK
Table 7,2018,3,30208,"Augusta, GA",10208,AGS,41,78250,0,249.07,-0.0728,19,43450,0,229.45,-0.1187,22,34800,0,273.56,-0.0194,2018310208AGS
Table 7,2018,3,30257,"Albany, NY",10257,ALB,67,560280,0.8601,256.75,0.0834,24,160140,0.6471,245.14,0.1592,43,400140,0.9453,261.39,0.0575,2018310257ALB
Table 7,2018,3,30279,"Amarillo, TX",10279,AMA,32,97590,0.7424,231.09,0.0701,8,60620,0.6783,210.63,0.1953,24,36970,0.8474,264.63,-0.0586,2018310279AMA
Table 7,2018,3,30372,"Aspen, CO",10372,ASE,27,70380,0,410.86,0.7235,7,21830,0,308.47,0.424,20,48550,0,456.9,0.841,2018310372ASE
Table 7,2018,3,30397,"Atlanta, GA (Metropolitan Area)",10397,ATL,165,7295910,0.7954,208.07,0.0844,97,4152290,0.7538,187.75,0.0341,68,3143620,0.8502,234.9,0.1431,2018310397ATL
Table 7,2018,3,30408,"Appleton, WI",10408,ATW,35,80650,0.3371,228.53,-0.0477,5,10930,0,281.92,0.5144,30,69720,0.39,220.16,-0.1137,2018310408ATW
Table 7,2018,3,30423,"Austin, TX",10423,AUS,126,2748940,0.9097,205.16,-0.0044,27,355110,0.8331,198.79,0.0334,99,2393830,0.921,206.1,-0.0096,2018310423AUS
Table 7,2018,3,30431,"Asheville, NC",10431,AVL,46,183190,0.5469,210.09,-0.0655,23,132230,0.6869,162.35,-0.2178,23,50960,0.1835,333.98,0.2388,2018310431AVL
Table 7,2018,3,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,30,67860,0,253.79,-0.0783,8,22160,0,255.65,0.1703,22,45700,0,252.88,-0.1652,2018310434AVP
Table 7,2018,3,30466,"Phoenix, AZ",10466,AZA,37,261020,1,92.02,-0.5822,7,50500,1,79.76,-0.6096,30,210520,1,94.96,-0.5762,2018310466AZA
Table 7,2018,3,30469,"Kalamazoo, MI",10469,AZO,19,17230,0,300.99,0.1806,11,12260,0,275.75,0.2613,8,4970,0,363.27,0.0543,2018310469AZO
Table 7,2018,3,30529,"Hartford, CT",10529,BDL,88,1230700,0.8148,233.31,0.0565,28,303490,0.724,208.62,0.071,60,927210,0.8445,241.4,0.0525,2018310529BDL
Table 7,2018,3,30581,"Bangor, ME",10581,BGR,38,125920,0.1913,244.65,0.0335,12,53590,0,228.47,0.1449,26,72330,0.3331,256.63,-0.0289,2018310581BGR
Table 7,2018,3,30599,"Birmingham, AL",10599,BHM,71,507170,0.7739,258.58,0.1163,39,313130,0.6747,242.12,0.0923,32,194040,0.9341,285.14,0.1509,2018310599BHM
Table 7,2018,3,30620,"Billings, MT",10620,BIL,41,131810,0.1846,258.66,0.0507,5,44060,0,246.21,0.0869,36,87750,0.2773,264.92,0.0346,2018310620BIL
Table 7,2018,3,30627,"Bismarck/Mandan, ND",10627,BIS,25,66220,0.6379,222.53,-0.0688,5,22200,0.4883,224.04,0.1064,20,44020,0.7133,221.77,-0.1384,2018310627BIS
Table 7,2018,3,30666,"Bellingham, WA",10666,BLI,16,125810,0.8658,114.98,-0.408,3,8560,0,182.45,-0.1746,13,117250,0.929,110.06,-0.4276,2018310666BLI
Table 7,2018,3,30676,"Belleville, IL",10676,BLV,8,66500,1,83.66,-0.612,3,25450,1,83.89,-0.6098,5,41050,1,83.51,-0.6133,2018310676BLV
Table 7,2018,3,30685,"Bloomington/Normal, IL",10685,BMI,17,36500,0.4386,187.01,-0.1498,4,14990,0,250.65,0.3558,13,21510,0.7443,142.67,-0.4163,2018310685BMI
Table 7,2018,3,30693,"Nashville, TN",10693,BNA,121,2651260,0.8577,213.02,0.0245,67,1430230,0.8413,199.63,-0.013,54,1221030,0.8769,228.7,0.0658,2018310693BNA
Table 7,2018,3,30713,"Boise, ID",10713,BOI,73,723220,0.6845,199.69,-0.112,22,488070,0.6317,159.44,-0.1789,51,235150,0.794,283.25,-0.0185,2018310713BOI
Table 7,2018,3,30721,"Boston, MA (Metropolitan Area)",10721,BOS,156,6781280,0.9283,208.56,-0.0544,42,1976630,0.9626,172.43,0.0373,114,4804650,0.9142,223.42,-0.0802,2018310721BOS
Table 7,2018,3,30747,"Brownsville, TX",10747,BRO,8,11210,0,259.58,0.1831,3,9190,0,221.18,0.1038,5,2020,0,434.25,0.4195,2018310747BRO
Table 7,2018,3,30781,"Baton Rouge, LA",10781,BTR,39,94470,0,281.75,0.186,10,50740,0,261.38,0.2746,29,43730,0,305.38,0.1095,2018310781BTR
Table 7,2018,3,30785,"Burlington, VT",10785,BTV,52,256430,0.5799,242.31,0.0198,15,95430,0.3967,187.7,0.0872,37,161000,0.6884,274.68,-0.0052,2018310785BTV
Table 7,2018,3,30792,"Buffalo, NY",10792,BUF,73,1053240,0.8264,197.57,-0.058,33,522140,0.6838,181.09,0.0178,40,531100,0.9666,213.78,-0.1131,2018310792BUF
Table 7,2018,3,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,176,1126870,0.9708,167.27,-0.0369,26,721760,0.9931,141.42,-0.0464,150,405110,0.9309,213.33,-0.0255,2018310800BUR
Table 7,2018,3,30852,"Washington, DC (Metropolitan Area)",10821,BWI,171,3693340,0.9486,197.61,-0.0503,72,1463440,0.9538,174.49,0.0109,99,2229900,0.9452,212.78,-0.0803,2018310821BWI
Table 7,2018,3,30849,"Bozeman, MT",10849,BZN,58,282100,0.1638,280.87,0.136,6,67140,0.4406,198.41,0.0713,52,214960,0.0773,306.63,0.15,2018310849BZN
Table 7,2018,3,30868,"Columbia, SC",10868,CAE,54,161910,0,282.8,0.1436,27,87550,0,258.47,0.1416,27,74360,0,311.43,0.1457,2018310868CAE
Table 7,2018,3,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,97,155210,0.1057,239.98,0.1232,46,78320,0,238.07,0.1612,51,76890,0.2133,241.93,0.0875,2018310874CAK
Table 7,2018,3,30980,"Chattanooga, TN",10980,CHA,55,157570,0.0461,243.44,0.0205,27,86960,0.0836,229.6,0.0275,28,70610,0,260.49,0.0131,2018310980CHA
Table 7,2018,3,30990,"Charlottesville, VA",10990,CHO,38,89310,0,256.35,-0.0116,16,44650,0,240.68,0.1157,22,44660,0,272.02,-0.1022,2018310990CHO
Table 7,2018,3,30994,"Charleston, SC",10994,CHS,78,833610,0.6942,208.22,-0.0444,40,455530,0.6776,191.8,-0.0852,38,378080,0.7141,228.01,0.0007,2018310994CHS
Table 7,2018,3,31003,"Cedar Rapids/Iowa City, IA",11003,CID,45,173160,0.5065,239.41,0.0173,7,60150,0.3776,231.47,0.024,38,113010,0.5751,243.64,0.014,2018311003CID
Table 7,2018,3,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,101,1755650,0.7889,202.05,-0.0152,47,787820,0.6104,202.71,0.0963,54,967830,0.9342,201.51,-0.0909,CLE 2018311042.00
Table 7,2018,3,31057,"Charlotte, NC",11057,CLT,133,2693860,0.463,248.06,0.2512,86,1793370,0.3826,227.98,0.2677,47,900490,0.6232,288.06,0.226,2018311057CLT
Table 7,2018,3,31066,"Columbus, OH",11066,CMH,88,1421850,0.761,219.42,0.0819,45,693140,0.6474,211.61,0.2007,43,728710,0.8692,226.85,-0.0055,2018311066CMH
Table 7,2018,3,31067,"Champaign/Urbana, IL",11067,CMI,18,16130,0,289.12,0.082,4,6560,0,256.4,0.0765,14,9570,0,311.56,0.0851,2018311067CMI
Table 7,2018,3,30189,"Colorado Springs, CO",11109,COS,61,289850,0.5033,210.58,-0.1002,9,88400,0.5535,164.97,-0.2299,52,201450,0.4812,230.59,-0.0499,2018311109COS
Table 7,2018,3,32474,"Jefferson City/Columbia, MO",11111,COU,7,14730,0,235.18,0.0788,3,12790,0,220.21,0.1205,4,1940,0,333.84,-0.0714,COU 2018311111.00
Table 7,2018,3,31122,"Casper, WY",11122,CPR,7,6940,0,334.18,0.8295,1,2610,0,198.58,0.4999,6,4330,0,415.91,0.9529,2018311122CPR
Table 7,2018,3,31140,"Corpus Christi, TX",11140,CRP,35,78130,0.71,256.95,0.0557,5,33080,0.4934,225.72,0.2192,30,45050,0.869,279.88,-0.022,2018311140CRP
Table 7,2018,3,31146,"Charleston/Dunbar, WV",11146,CRW,23,33780,0.0462,289.28,0.2691,14,21520,0,257.7,0.2844,9,12260,0.1272,344.73,0.2495,2018311146CRW
Table 7,2018,3,33105,"Cincinnati, OH",11193,CVG,94,1496420,0.7992,194.26,-0.0449,50,653410,0.7012,190.43,0.0193,44,843010,0.8751,197.23,-0.0879,2018311193CVG
Table 7,2018,3,30424,"Wausau/Mosinee/Stevens Point, WI",11203,CWA,13,6660,0,330.49,0.1678,,,,,,13,6660,0,330.49,0.1678,2018311203CWA
Table 7,2018,3,31252,"Daytona Beach, FL",11252,DAB,39,100200,0.2232,208.24,-0.1182,7,28040,0,203.77,-0.0693,32,72160,0.31,209.97,-0.1353,2018311252DAB
Table 7,2018,3,30194,"Dallas/Fort Worth, TX",11259,DAL,150,2149020,0.9938,186.51,-0.04,36,902780,0.9986,183.74,0.0169,114,1246240,0.9902,188.51,-0.0766,2018311259DAL
Table 7,2018,3,31267,"Dayton, OH",11267,DAY,60,247210,0.0461,243.82,0.0073,26,129330,0,228.31,0.0433,34,117880,0.0966,260.84,-0.025,2018311267DAY
Table 7,2018,3,30852,"Washington, DC (Metropolitan Area)",11278,DCA,172,4157010,0.6331,222.02,0.129,73,2027570,0.5053,199.45,0.1674,99,2129440,0.7548,243.51,0.1008,2018311278DCA
Table 7,2018,3,30325,"Denver, CO",11292,DEN,171,8179880,0.9694,191.48,-0.0376,44,1782710,0.9599,163.89,-0.1298,127,6397170,0.972,199.16,-0.0136,2018311292DEN
Table 7,2018,3,30194,"Dallas/Fort Worth, TX",11298,DFW,184,5772830,0.4828,226.77,0.146,65,1400400,0.323,214.27,0.1421,119,4372430,0.534,230.78,0.1472,2018311298DFW
Table 7,2018,3,31337,"Duluth, MN",11337,DLH,14,20520,0,242.13,0.0014,2,9300,0,178.06,-0.168,12,11220,0,295.24,0.1147,2018311337DLH
Table 7,2018,3,30285,"Durango, CO",11413,DRO,23,43490,0,307.16,0.1923,9,28480,0,278.79,0.1658,14,15010,0,360.99,0.2334,2018311413DRO
Table 7,2018,3,31423,"Des Moines, IA",11423,DSM,71,483150,0.7653,229.27,0.0274,16,130470,0.5311,240.1,0.2321,55,352680,0.852,225.27,-0.0358,2018311423DSM
Table 7,2018,3,31295,"Detroit, MI",11433,DTW,137,3662910,0.7621,218.91,0.0762,81,1713580,0.6125,217.85,0.2203,56,1949330,0.8936,219.85,-0.0241,2018311433DTW
Table 7,2018,3,31470,"Wenatchee, WA",11470,EAT,8,10200,0,175.33,-0.077,4,7160,0,152.56,-0.0124,4,3040,0,228.95,-0.1629,2018311470EAT
Table 7,2018,3,31481,"Panama City, FL",11481,ECP,54,193140,0.7881,243.5,0.0442,16,95140,0.6979,217.85,-0.0326,38,98000,0.8756,268.41,0.1138,2018311481ECP
Table 7,2018,3,31537,"Elmira/Corning, NY",11537,ELM,10,24680,0.7152,151.98,-0.3166,1,2190,0,243.24,1.3034,9,22490,0.7848,143.09,-0.3878,2018311537ELM
Table 7,2018,3,30615,"El Paso, TX",11540,ELP,73,590380,0.8971,231.98,0.0014,21,323420,0.8751,200.18,-0.0202,52,266960,0.9237,270.51,0.0216,2018311540ELP
Table 7,2018,3,31603,"Eugene, OR",11603,EUG,39,176280,0.3409,202.21,-0.1836,9,65000,0.2682,166.48,-0.2959,30,111280,0.3834,223.08,-0.1226,2018311603EUG
Table 7,2018,3,31612,"Evansville, IN",11612,EVV,25,40570,0.1223,263.42,0.2216,12,30050,0.1651,240.37,0.2946,13,10520,0,329.24,0.093,2018311612EVV
Table 7,2018,3,31617,"New Bern/Morehead/Beaufort, NC",11617,EWN,9,8050,0,223.53,-0.1986,9,8050,0,223.53,-0.1986,,,,,,2018311617EWN
Table 7,2018,3,31703,"New York City, NY (Metropolitan Area)",11618,EWR,172,5388770,0.488,245.86,0.173,53,995470,0.3291,202.38,0.2739,119,4393300,0.524,255.72,0.1566,2018311618EWR
Table 7,2018,3,31624,"Key West, FL",11624,EYW,31,77930,0.1817,272.77,0.219,5,17230,0,240.95,0.1225,26,60700,0.2333,281.8,0.2449,2018311624EYW
Table 7,2018,3,31637,"Fargo, ND",11637,FAR,34,104230,0.5019,255.46,0.0388,4,24840,0.6071,231.73,0.2003,30,79390,0.469,262.89,0.0016,2018311637FAR
Table 7,2018,3,31638,"Fresno, CA",11638,FAT,49,248840,0.2365,245.11,-0.0262,12,120510,0.1711,185.19,-0.0844,37,128330,0.2979,301.38,0.0109,2018311638FAT
Table 7,2018,3,31641,"Fayetteville, NC",11641,FAY,31,45910,0,252.38,-0.0339,16,22760,0,216.37,-0.0428,15,23150,0,287.79,-0.0273,2018311641FAY
Table 7,2018,3,31648,"Kalispell, MT",11648,FCA,44,158350,0.1623,283.8,0.1404,3,23310,0,201.66,0.0219,41,135040,0.1903,297.98,0.1561,2018311648FCA
Table 7,2018,3,31695,"Flagstaff, AZ",11695,FLG,8,6590,0,216.75,-0.0622,8,6590,0,216.75,-0.0622,,,,,,2018311695FLG
Table 7,2018,3,32467,"Miami, FL (Metropolitan Area)",11697,FLL,143,3873940,0.9724,165.84,-0.1922,30,578960,0.8869,142.87,-0.2378,113,3294980,0.9875,169.88,-0.185,2018311697FLL
Table 7,2018,3,31721,"Flint, MI",11721,FNT,20,68830,0.4114,169.76,-0.2652,4,26030,0,210.57,-0.0706,16,42800,0.6617,144.95,-0.3798,2018311721FNT
Table 7,2018,3,31775,"Sioux Falls, SD",11775,FSD,45,140650,0.4659,252.18,0.0185,9,37520,0.2865,260.12,0.0329,36,103130,0.5312,249.29,0.0132,2018311775FSD
Table 7,2018,3,31823,"Fort Wayne, IN",11823,FWA,40,93720,0.2984,231.96,-0.0285,19,41070,0.0626,248.83,0.1168,21,52650,0.4824,218.8,-0.1291,2018311823FWA
Table 7,2018,3,31884,"Spokane, WA",11884,GEG,72,739120,0.6802,205.14,-0.1052,11,286130,0.3464,152.53,-0.156,61,452990,0.891,238.37,-0.0829,2018311884GEG
Table 7,2018,3,31898,"Grand Forks, ND",11898,GFK,7,16010,0.664,177.53,-0.1495,1,2550,0,303.93,-33.1708,6,13460,0.7898,153.59,-0.3859,2018311898GFK
